OF_ratio,temperature_K,pressure_Pa,P,CV,CP,T,M_avg,rho 
0.1,273.3,4045001.0,4045001.0000001844,2227.162839112818,2398.359945233389,602.4990919591405,48.56660726669936,39.21622786924653
0.1,273.3,4047501.0,4047501.0000000987,2227.1661583249643,2398.3629688448837,602.5004004132672,48.566691125275455,39.24044787059074
0.1,273.3,4050001.0,4050001.0000001173,2227.169474997101,2398.365990151805,602.5017078542429,48.5667749173502,39.26466786270088
0.1,273.3,4052501.0,4052501.0000001355,2227.172789132752,2398.369009157345,602.503014283482,48.56685864301697,39.288887845581904
0.1,273.3,4055001.0,4055001.000000216,2227.176100735414,2398.3720258646676,602.504319702378,48.56694230236958,39.313107819242084
0.1,273.3,4057501.0,4057501.0000001215,2227.179409808571,2398.3750402769265,602.5056241123327,48.5670258955009,39.33732778368544
0.1,273.3,4060001.0,4060001.000000119,2227.182716355726,2398.378052397294,602.5069275147428,48.56710942250428,39.36154773892157
0.1,273.3,4062501.0,4062501.000000165,2227.1860203803744,2398.381062228935,602.5082299110042,48.56719288347276,39.3857676849568
0.1,273.3,4065001.0,4065001.000000088,2227.189321885962,2398.384069774967,602.5095313025028,48.5672762784987,39.40998762179632
0.1,273.3,4067501.0,4067501.000000126,2227.192620876012,2398.387075038583,602.510831690639,48.56735960767511,39.43420754944877
0.1,273.3,4070001.0,4070001.000000151,2227.195917353939,2398.3900780228705,602.5121310767837,48.567442871094144,39.458427467920494
0.1,273.3,4072501.0,4072501.00000011,2227.199211323221,2398.39307873098,602.5134294623302,48.56752606884785,39.48264737721695
0.1,273.3,4075001.0,4075001.0000001346,2227.2025027873065,2398.3960771660345,602.5147268486562,48.567609201028276,39.50686727734638
0.1,273.3,4077501.0,4077501.000000131,2227.2057917496295,2398.39907333114,602.516023237132,48.56769226772757,39.531087168315345
0.1,273.3,4080001.0,4080001.000000067,2227.2090782136406,2398.402067229423,602.5173186291436,48.56777526903688,39.55530705012914
0.1,273.3,4082501.0,4082501.0000001434,2227.212362182762,2398.4050588639807,602.5186130260571,48.56785820504807,39.57952692279716
0.1,273.3,4085001.0,4085001.0000000987,2227.215643660416,2398.4080482379118,602.5199064292436,48.567941075852,39.60374678632314
0.1,273.3,4087501.0,4087501.0000001187,2227.218922650034,2398.4110353543238,602.5211988400721,48.56802388154008,39.62796664071571
0.1,273.3,4090001.0,4090001.000000185,2227.2221991549977,2398.414020216275,602.5224902598986,48.56810662220312,39.652186485981815
0.1,273.3,4092501.0,4092501.000000112,2227.2254731787225,2398.41700282686,602.5237806900899,48.56818929793176,39.67640632212594
0.1,273.3,4095001.0,4095001.000000123,2227.2287447246094,2398.419983189158,602.5250701320039,48.56827190881663,39.70062614915703
0.1,273.3,4097501.0,4097501.0000002263,2227.2320137960555,2398.422961306244,602.5263585870001,48.56835445494816,39.72484596708165
0.1,273.3,4100001.0,4100001.000000131,2227.2352803964172,2398.425937181156,602.5276460564249,48.56843693641614,39.74906577590379
0.1,273.3,4102501.0,4102501.000000161,2227.2385445290874,2398.4289108169655,602.528932541631,48.56851935331111,39.77328557563354
0.1,273.3,4105001.0,4105001.000000135,2227.2418061974427,2398.431882216732,602.5302180439704,48.568601705722585,39.79750536627524
0.1,273.3,4107501.0,4107501.0000000964,2227.245065404835,2398.4348513834884,602.531502564786,48.568683993740215,39.821725147836126
0.1,273.3,4110001.0,4110001.000000192,2227.2483221546313,2398.437818320283,602.5327861054221,48.568766217453714,39.84594492032435
0.1,273.3,4112501.0,4112501.0000001607,2227.2515764501613,2398.4407830301307,602.5340686672131,48.568848376951976,39.870164683744036
0.1,273.3,4115001.0,4115001.0000001346,2227.2548282947896,2398.443745516078,602.5353502515034,48.56893047232436,39.89438443810281
